學年度,設立別 ,學校類別,學校代碼,學校名稱,"日間/
進修",學制,"新生
註冊率","系所招生
特色說明",,
105,私立,技專校院,1197,台北海洋技術學院,修,附設進院,57.58,時尚造型設計管理系：1.培育「整體造型設計」人才：除培養學生創新與創意的能力，更引進美髮、美容業界之實務與技巧，配合管理課程，以培育整體造型設計達人為目的。 2、培育「寵物美容設計」人才：培育寵物造型美容人才，強化學生在寵物美容設計、寵物用品創意開發及寵物店面經營管理能力，以培育寵物美容專業人才。 3.未來趨勢為因應全球流行趨勢及少子化的結果，目前從事時尚造型設計相關產業人員均為高收入族群，為此，本系培育整體造型、寵物美容，極具競爭力的未來人才發展趨勢。,,
105,私立,技專校院,1197,台北海洋技術學院,修,附設進專,96.15,時尚造型設計管理科：1.培育「整體造型設計」人才：除培養學生創新與創意的能力，更引進美髮、美容業界之實務與技巧，配合管理課程，以培育整體造型設計達人為目的。 2、培育「寵物美容設計」人才：培育寵物造型美容人才，強化學生在寵物美容設計、寵物用品創意開發及寵物店面經營管理能力，以培育寵物美容專業人才。 3.未來趨勢為因應全球流行趨勢及少子化的結果，目前從事時尚造型設計相關產業人員均為高收入族群，為此，本系培育整體造型、寵物美容，極具競爭力的未來人才發展趨勢。,,
105,私立,技專校院,1282,馬偕醫護管理專科學校,日,五專,97.52,本校依據五專多元入學精神，辦理北區五專免試入學、部分名額參與各高中職就學區免試入學及護理科東部地區獎助生免試入學等方案。招生科別為護理科、幼兒保育部、餐飲管理科、應用外語科、化妝品應用與管理科、視光學科等，秉承「寧願燒盡，不願銹壞」的馬偕精神與「誠敬愛勤」的校訓，以養成人文素養與實用專業兼備、關懷社區的馬偕人為目標。,,
105,私立,技專校院,1282,馬偕醫護管理專科學校,職,二專,97.96,本校辦理二專在職專班單獨招生，招收具高中職畢業或符合同等學力之在職人事，招收「高齡服務事業科」，培育具專業知能及職場倫理之高齡服務優質人才為教育目標，著重理論與實務，藉由多元的課程規劃，以培養學生之專業知能；並結合實習以及專題研討，提升學生照顧實務能力。,,
105,私立,技專校院,1283,仁德醫護管理專科學校,日,五專,99.38,五專學制目前設有護理科、復健科、醫事檢驗科、視光學科、餐旅管理科、幼兒保育科、健康美容觀光科、職業安全衛生科、行動數位商務科及生命關懷事業科等十個科別，以招收國中畢業生為主，其中醫護類科為本校辦學主軸。教導學生基礎醫學及護理的專業知識，培養學生尊重生命、關懷他人與敬業樂群的情懷，具有博愛、關懷、負責、專業倫理精神及人文素養，藉由實驗以及臨床實習課程增加實務運用及操作，讓學生能將理論與實務合而為一。仁德醫護管理專科學校除重視學術研究發展外，並重視學生實際學得的技能，期望學生畢業後能在各專業領域，發揮所學。近年來，已在各專業技能競賽之中，獲得相當亮眼的成績。本校具有專業的師資、完善的教學設備、嶄新的教學大樓、新潁的學生宿舍，是國內一所歷史悠久並優質化的專科學校。,,
105,私立,技專校院,1283,仁德醫護管理專科學校,職,二專,86.97,二專學制目前設有視光學科、幼兒保育科、生命關懷事業科、調理保健技術科及高齡健康促進科等五個科別，以招收社會在職人士為主，提供在職人士進修學習的管道。本校於98年度成立全國第一所殯葬專業科系--生命關懷事業科。本科規劃學生於畢業前都能取得喪禮服務乙、丙級證照，&#29234,『國家禮儀師』證照之取得做好準備，因此殯葬界皆稱本科為禮儀師培訓的搖籃。調理保健技術科強調中西醫學養生保健專業，以符合時代潮流的專業調理保健師。高齡健康促進科致力於培育「學才全人、賦權宏觀、群體關愛」的高齡健康促進執業專才。視光學科為提升國內視光領域之專業技能，加強全民視力保健，訓練合乎社會需求的驗光配鏡專業人才。,
105,私立,技專校院,1284,樹人醫護管理專科學校,日,五專,99.72,(一)全國規模最大五專：全校學生人數約7千3百人，多元社團、學風自由、青春有勁。 (二)多元學科選擇：全校共12科，含括醫護、保健、外語及資訊四大領域供學生選讀，業界對畢業生佳評如潮：職能治療科及醫學影像暨放射技術科為全國五專唯一、牙體技術科為全國五專唯二且教學成效最好的特有科別；口腔衛生科為新成立科別，中南部五專唯一，自106學年度開始招生。 (三)新建校舍、設備新穎：多功能活動中心耗資3億，於今年落成啟用；各科教學設備新穎完善，建置擬真專業教室，讓學生得以學習業界最新技能與知識。 (四)辦學成效績優：免費證照輔導，各科證照考取率屢創佳績。牙體技術科105年國家專技高考牙體技術師證照考試及格率高達96.47%超越全國平均46.03%二倍以上，並囊括全國第1、3、5、6名，全國前20 名佔10位為全國之最。 (五)積極培養學生外語能力。 (六)培養學生國際化視野。 (七)全面招收再造技優計畫學生。,,
105,私立,技專校院,1284,樹人醫護管理專科學校,職,二專,99.58,1.實施遠距教學，提供多元學習。 2.日、夜間部共享師資及教學設施，專業課程則為理論與實務教學並重。,,
105,私立,技專校院,1285,慈惠醫護管理專科學校,日,二專,71,"1、強調「養成實用醫療護理衛健及管理專業人才為宗旨」之教育目標。 2、學生人數成長至7,000人以上，永續成長之目標。 3、學術單位依現有三大學群內涵，增設至10學科。 4、逐年增加進修教育、推廣教育及職業訓練課程之開設，強化社區服務。 5、近、中期成為「一流專科學校」為目標，長期成為「最具特色專科學校」為目標。 6、有效開源節流、整合資源，提高整體營運效益。",,
105,私立,技專校院,1285,慈惠醫護管理專科學校,日,五專,81.44,"1、強調「養成實用醫療護理衛健及管理專業人才為宗旨」之教育目標。 2、學生人數成長至7,000人以上，永續成長之目標。 3、學術單位依現有三大學群內涵，增設至10學科。 4、逐年增加進修教育、推廣教育及職業訓練課程之開設，強化社區服務。 5、近、中期成為「一流專科學校」為目標，長期成為「最具特色專科學校」為目標。 6、有效開源節流、整合資源，提高整體營運效益。",,
105,私立,技專校院,1285,慈惠醫護管理專科學校,修,二專,92.86,"1、強調「養成實用醫療護理衛健及管理專業人才為宗旨」之教育目標。 2、學生人數成長至7,000人以上，永續成長之目標。 3、學術單位依現有三大學群內涵，增設至10學科。 4、逐年增加進修教育、推廣教育及職業訓練課程之開設，強化社區服務。 5、近、中期成為「一流專科學校」為目標，長期成為「最具特色專科學校」為目標。 6、有效開源節流、整合資源，提高整體營運效益。",,
105,私立,技專校院,1285,慈惠醫護管理專科學校,職,二專,78.33,"1、強調「養成實用醫療護理衛健及管理專業人才為宗旨」之教育目標。 2、學生人數成長至7,000人以上，永續成長之目標。 3、學術單位依現有三大學群內涵，增設至10學科。 4、逐年增加進修教育、推廣教育及職業訓練課程之開設，強化社區服務。 5、近、中期成為「一流專科學校」為目標，長期成為「最具特色專科學校」為目標。 6、有效開源節流、整合資源，提高整體營運效益。",,
105,私立,技專校院,1286,耕莘健康管理專科學校,日,五專,97.37,本校自民國六十年由天主教會成立，九十六年更名為耕莘健康管理專科學校，九十七年起同時有新店校區和宜蘭校區。本校招收科別以健康照護、健康美妝、健康休閒與健康資訊等四大主軸為方向，包括有護理科、口腔衛生與健康照護科（106學年度開始招生）、嬰幼兒保育科、化妝品應用與管理科、健康餐旅科和數位媒體設計科。以教授應用科學與技術，培養具敬天愛人及健康相關實務能力之人才為教育宗旨，本校除重視學生專業知能外，更著重教會辦學以品德教育為基石，落實全人教育，為社會培育真正有用之人才。可提供各項學雜費減免、低收入戶免費住宿、緊急紓困金、耕莘醫院獎學金及校內工讀機會等方式，營造所有學生皆能安心就讀之校園氛圍。透過專業校外實習歷程、積極與業界產學合作以及與耕莘醫院及天主教教會相關事業資源之聯盟，豐沛本校教學資源，達成「所學即所用」的目標，確保學生畢業後具有穩健的就業能力與機會。,,
